timestamp,UpperRes_min,UpperRes_max,UpperRes_penalty,LowerRes_min,LowerRes_max,LowerRes_penalty
2025-01-05 18:00:00,2.0816763953304225,9.0,50.0,4.0,16.0,50.0
2025-01-05 19:00:00,2.0823912364247845,9.0,50.0,4.0,16.0,50.0
2025-01-05 20:00:00,2.083106035132162,9.0,50.0,4.0,16.0,50.0
2025-01-05 21:00:00,2.0838207910848188,9.0,50.0,4.0,16.0,50.0
2025-01-05 22:00:00,2.084535503915042,9.0,50.0,4.0,16.0,50.0
2025-01-05 23:00:00,2.0852501732551407,9.0,50.0,4.0,16.0,50.0
2025-01-06 00:00:00,2.0859647987374466,9.0,50.0,4.0,16.0,50.0
2025-01-06 01:00:00,2.0866793799943126,9.0,50.0,4.0,16.0,50.0
2025-01-06 02:00:00,2.087393916658116,9.0,50.0,4.0,16.0,50.0
2025-01-06 03:00:00,2.088108408361256,9.0,50.0,4.0,16.0,50.0
2025-01-06 04:00:00,2.088822854736156,9.0,50.0,4.0,16.0,50.0
2025-01-06 05:00:00,2.089537255415261,9.0,50.0,4.0,16.0,50.0
2025-01-06 06:00:00,2.090251610031041,9.0,50.0,4.0,16.0,50.0
2025-01-06 07:00:00,2.090965918215989,9.0,50.0,4.0,16.0,50.0
2025-01-06 08:00:00,2.0916801796026228,9.0,50.0,4.0,16.0,50.0
2025-01-06 09:00:00,2.0923943938234832,9.0,50.0,4.0,16.0,50.0
2025-01-06 10:00:00,2.0931085605111353,9.0,50.0,4.0,16.0,50.0
2025-01-06 11:00:00,2.093822679298169,9.0,50.0,4.0,16.0,50.0
2025-01-06 12:00:00,2.094536749817199,9.0,50.0,4.0,16.0,50.0
2025-01-06 13:00:00,2.0952507717008655,9.0,50.0,4.0,16.0,50.0
2025-01-06 14:00:00,2.0959647445818312,9.0,50.0,4.0,16.0,50.0
2025-01-06 15:00:00,2.096678668092787,9.0,50.0,4.0,16.0,50.0
2025-01-06 16:00:00,2.097392541866448,9.0,50.0,4.0,16.0,50.0
2025-01-06 17:00:00,2.098106365535554,9.0,50.0,4.0,16.0,50.0
2025-01-06 18:00:00,2.0988201387328713,9.0,50.0,4.0,16.0,50.0
2025-01-06 19:00:00,2.099533861091193,9.0,50.0,4.0,16.0,50.0
2025-01-06 20:00:00,2.1002475322433374,9.0,50.0,4.0,16.0,50.0
2025-01-06 21:00:00,2.100961151822149,9.0,50.0,4.0,16.0,50.0
2025-01-06 22:00:00,2.101674719460499,9.0,50.0,4.0,16.0,50.0
2025-01-06 23:00:00,2.102388234791286,9.0,50.0,4.0,16.0,50.0
2025-01-07 00:00:00,2.103101697447435,9.0,50.0,4.0,16.0,50.0
2025-01-07 01:00:00,2.1038151070618976,9.0,50.0,4.0,16.0,50.0
2025-01-07 02:00:00,2.1045284632676533,9.0,50.0,4.0,16.0,50.0
2025-01-07 03:00:00,2.1052417656977096,9.0,50.0,4.0,16.0,50.0
2025-01-07 04:00:00,2.1059550139851,9.0,50.0,4.0,16.0,50.0
2025-01-07 05:00:00,2.1066682077628878,9.0,50.0,4.0,16.0,50.0
2025-01-07 06:00:00,2.107381346664163,9.0,50.0,4.0,16.0,50.0
2025-01-07 07:00:00,2.108094430322044,9.0,50.0,4.0,16.0,50.0
2025-01-07 08:00:00,2.1088074583696788,9.0,50.0,4.0,16.0,50.0
2025-01-07 09:00:00,2.109520430440242,9.0,50.0,4.0,16.0,50.0
2025-01-07 10:00:00,2.1102333461669383,9.0,50.0,4.0,16.0,50.0
2025-01-07 11:00:00,2.110946205183002,9.0,50.0,4.0,16.0,50.0
2025-01-07 12:00:00,2.1116590071216943,9.0,50.0,4.0,16.0,50.0
2025-01-07 13:00:00,2.1123717516163087,9.0,50.0,4.0,16.0,50.0
2025-01-07 14:00:00,2.1130844383001657,9.0,50.0,4.0,16.0,50.0
2025-01-07 15:00:00,2.1137970668066175,9.0,50.0,4.0,16.0,50.0
2025-01-07 16:00:00,2.114509636769044,9.0,50.0,4.0,16.0,50.0
2025-01-07 17:00:00,2.115222147820858,9.0,50.0,4.0,16.0,50.0
2025-01-07 18:00:00,2.1159345995955006,9.0,50.0,4.0,16.0,50.0
2025-01-07 19:00:00,2.1166469917264434,9.0,50.0,4.0,16.0,50.0
2025-01-07 20:00:00,2.11735932384719,9.0,50.0,4.0,16.0,50.0
2025-01-07 21:00:00,2.118071595591274,9.0,50.0,4.0,16.0,50.0
2025-01-07 22:00:00,2.1187838065922597,9.0,50.0,4.0,16.0,50.0
2025-01-07 23:00:00,2.1194959564837434,9.0,50.0,4.0,16.0,50.0
2025-01-08 00:00:00,2.1202080448993526,9.0,50.0,4.0,16.0,50.0
2025-01-08 01:00:00,2.1209200714727463,9.0,50.0,4.0,16.0,50.0
2025-01-08 02:00:00,2.1216320358376155,9.0,50.0,4.0,16.0,50.0
2025-01-08 03:00:00,2.1223439376276834,9.0,50.0,4.0,16.0,50.0
2025-01-08 04:00:00,2.123055776476704,9.0,50.0,4.0,16.0,50.0
2025-01-08 05:00:00,2.1237675520184665,9.0,50.0,4.0,16.0,50.0
2025-01-08 06:00:00,2.1244792638867893,9.0,50.0,4.0,16.0,50.0
2025-01-08 07:00:00,2.125190911715526,9.0,50.0,4.0,16.0,50.0
2025-01-08 08:00:00,2.125902495138562,9.0,50.0,4.0,16.0,50.0
2025-01-08 09:00:00,2.126614013789817,9.0,50.0,4.0,16.0,50.0
2025-01-08 10:00:00,2.127325467303242,9.0,50.0,4.0,16.0,50.0
2025-01-08 11:00:00,2.1280368553128235,9.0,50.0,4.0,16.0,50.0
2025-01-08 12:00:00,2.128748177452581,9.0,50.0,4.0,16.0,50.0
2025-01-08 13:00:00,2.1294594333565673,9.0,50.0,4.0,16.0,50.0
2025-01-08 14:00:00,2.13017062265887,9.0,50.0,4.0,16.0,50.0
2025-01-08 15:00:00,2.130881744993611,9.0,50.0,4.0,16.0,50.0
2025-01-08 16:00:00,2.1315927999949458,9.0,50.0,4.0,16.0,50.0
2025-01-08 17:00:00,2.1323037872970656,9.0,50.0,4.0,16.0,50.0
2025-01-08 18:00:00,2.133014706534196,9.0,50.0,4.0,16.0,50.0
2025-01-08 19:00:00,2.1337255573405973,9.0,50.0,4.0,16.0,50.0
2025-01-08 20:00:00,2.1344363393505654,9.0,50.0,4.0,16.0,50.0
2025-01-08 21:00:00,2.1351470521984317,9.0,50.0,4.0,16.0,50.0
2025-01-08 22:00:00,2.1358576955185624,9.0,50.0,4.0,16.0,50.0
2025-01-08 23:00:00,2.1365682689453607,9.0,50.0,4.0,16.0,50.0
2025-01-09 00:00:00,2.1372787721132647,9.0,50.0,4.0,16.0,50.0
2025-01-09 01:00:00,2.137989204656749,9.0,50.0,4.0,16.0,50.0
2025-01-09 02:00:00,2.1386995662103248,9.0,50.0,4.0,16.0,50.0
2025-01-09 03:00:00,2.1394098564085393,9.0,50.0,4.0,16.0,50.0
2025-01-09 04:00:00,2.140120074885977,9.0,50.0,4.0,16.0,50.0
2025-01-09 05:00:00,2.140830221277259,9.0,50.0,4.0,16.0,50.0
2025-01-09 06:00:00,2.1415402952170433,9.0,50.0,4.0,16.0,50.0
2025-01-09 07:00:00,2.142250296340025,9.0,50.0,4.0,16.0,50.0
2025-01-09 08:00:00,2.142960224280938,9.0,50.0,4.0,16.0,50.0
2025-01-09 09:00:00,2.1436700786745515,9.0,50.0,4.0,16.0,50.0
2025-01-09 10:00:00,2.144379859155675,9.0,50.0,4.0,16.0,50.0
2025-01-09 11:00:00,2.1450895653591546,9.0,50.0,4.0,16.0,50.0
2025-01-09 12:00:00,2.1457991969198744,9.0,50.0,4.0,16.0,50.0
2025-01-09 13:00:00,2.1465087534727587,9.0,50.0,4.0,16.0,50.0
2025-01-09 14:00:00,2.147218234652768,9.0,50.0,4.0,16.0,50.0
2025-01-09 15:00:00,2.147927640094903,9.0,50.0,4.0,16.0,50.0
2025-01-09 16:00:00,2.1486369694342033,9.0,50.0,4.0,16.0,50.0
2025-01-09 17:00:00,2.149346222305747,9.0,50.0,4.0,16.0,50.0
2025-01-09 18:00:00,2.150055398344653,9.0,50.0,4.0,16.0,50.0
2025-01-09 19:00:00,2.150764497186077,9.0,50.0,4.0,16.0,50.0
2025-01-09 20:00:00,2.151473518465217,9.0,50.0,4.0,16.0,50.0
2025-01-09 21:00:00,2.1521824618173104,9.0,50.0,4.0,16.0,50.0
2025-01-09 22:00:00,2.152891326877634,9.0,50.0,4.0,16.0,50.0
2025-01-09 23:00:00,2.153600113281505,9.0,50.0,4.0,16.0,50.0
2025-01-10 00:00:00,2.1543088206642813,9.0,50.0,4.0,16.0,50.0
2025-01-10 01:00:00,2.1550174486613614,9.0,50.0,4.0,16.0,50.0
2025-01-10 02:00:00,2.1557259969081843,9.0,50.0,4.0,16.0,50.0
2025-01-10 03:00:00,2.1564344650402307,9.0,50.0,4.0,16.0,50.0
2025-01-10 04:00:00,2.1571428526930227,9.0,50.0,4.0,16.0,50.0
2025-01-10 05:00:00,2.157851159502122,9.0,50.0,4.0,16.0,50.0
2025-01-10 06:00:00,2.1585593851031346,9.0,50.0,4.0,16.0,50.0
2025-01-10 07:00:00,2.159267529131706,9.0,50.0,4.0,16.0,50.0
2025-01-10 08:00:00,2.1599755912235246,9.0,50.0,4.0,16.0,50.0
2025-01-10 09:00:00,2.160683571014321,9.0,50.0,4.0,16.0,50.0
2025-01-10 10:00:00,2.1613914681398674,9.0,50.0,4.0,16.0,50.0
2025-01-10 11:00:00,2.16209928223598,9.0,50.0,4.0,16.0,50.0
2025-01-10 12:00:00,2.162807012938517,9.0,50.0,4.0,16.0,50.0
2025-01-10 13:00:00,2.1635146598833783,9.0,50.0,4.0,16.0,50.0
2025-01-10 14:00:00,2.164222222706509,9.0,50.0,4.0,16.0,50.0
2025-01-10 15:00:00,2.1649297010438953,9.0,50.0,4.0,16.0,50.0
2025-01-10 16:00:00,2.165637094531569,9.0,50.0,4.0,16.0,50.0
2025-01-10 17:00:00,2.1663444028056045,9.0,50.0,4.0,16.0,50.0
2025-01-10 18:00:00,2.1670516255021193,9.0,50.0,4.0,16.0,50.0
2025-01-10 19:00:00,2.167758762257276,9.0,50.0,4.0,16.0,50.0
2025-01-10 20:00:00,2.168465812707282,9.0,50.0,4.0,16.0,50.0
2025-01-10 21:00:00,2.1691727764883866,9.0,50.0,4.0,16.0,50.0
2025-01-10 22:00:00,2.1698796532368867,9.0,50.0,4.0,16.0,50.0
2025-01-10 23:00:00,2.170586442589122,9.0,50.0,4.0,16.0,50.0
2025-01-11 00:00:00,2.171293144181478,9.0,50.0,4.0,16.0,50.0
2025-01-11 01:00:00,2.171999757650384,9.0,50.0,4.0,16.0,50.0
2025-01-11 02:00:00,2.1727062826323174,9.0,50.0,4.0,16.0,50.0
2025-01-11 03:00:00,2.1734127187637986,9.0,50.0,4.0,16.0,50.0
2025-01-11 04:00:00,2.1741190656813942,9.0,50.0,4.0,16.0,50.0
2025-01-11 05:00:00,2.174825323021718,9.0,50.0,4.0,16.0,50.0
2025-01-11 06:00:00,2.1755314904214282,9.0,50.0,4.0,16.0,50.0
2025-01-11 07:00:00,2.17623756751723,9.0,50.0,4.0,16.0,50.0
2025-01-11 08:00:00,2.1769435539458755,9.0,50.0,4.0,16.0,50.0
2025-01-11 09:00:00,2.177649449344163,9.0,50.0,4.0,16.0,50.0
2025-01-11 10:00:00,2.178355253348937,9.0,50.0,4.0,16.0,50.0
2025-01-11 11:00:00,2.1790609655970905,9.0,50.0,4.0,16.0,50.0
2025-01-11 12:00:00,2.179766585725562,9.0,50.0,4.0,16.0,50.0
2025-01-11 13:00:00,2.180472113371339,9.0,50.0,4.0,16.0,50.0
2025-01-11 14:00:00,2.1811775481714557,9.0,50.0,4.0,16.0,50.0
2025-01-11 15:00:00,2.181882889762994,9.0,50.0,4.0,16.0,50.0
2025-01-11 16:00:00,2.182588137783084,9.0,50.0,4.0,16.0,50.0
2025-01-11 17:00:00,2.1832932918689036,9.0,50.0,4.0,16.0,50.0
2025-01-11 18:00:00,2.18399835165768,9.0,50.0,4.0,16.0,50.0
2025-01-11 19:00:00,2.184703316786688,9.0,50.0,4.0,16.0,50.0
2025-01-11 20:00:00,2.185408186893251,9.0,50.0,4.0,16.0,50.0
2025-01-11 21:00:00,2.1861129616147417,9.0,50.0,4.0,16.0,50.0
2025-01-11 22:00:00,2.1868176405885817,9.0,50.0,4.0,16.0,50.0
2025-01-11 23:00:00,2.187522223452243,9.0,50.0,4.0,16.0,50.0
2025-01-12 00:00:00,2.1882267098432444,9.0,50.0,4.0,16.0,50.0
2025-01-12 01:00:00,2.1889310993991566,9.0,50.0,4.0,16.0,50.0
2025-01-12 02:00:00,2.1896353917575997,9.0,50.0,4.0,16.0,50.0
2025-01-12 03:00:00,2.1903395865562434,9.0,50.0,4.0,16.0,50.0
2025-01-12 04:00:00,2.1910436834328078,9.0,50.0,4.0,16.0,50.0
2025-01-12 05:00:00,2.191747682025063,9.0,50.0,4.0,16.0,50.0
2025-01-12 06:00:00,2.19245158197083,9.0,50.0,4.0,16.0,50.0
2025-01-12 07:00:00,2.193155382907981,9.0,50.0,4.0,16.0,50.0
2025-01-12 08:00:00,2.193859084474438,9.0,50.0,4.0,16.0,50.0
2025-01-12 09:00:00,2.194562686308175,9.0,50.0,4.0,16.0,50.0
2025-01-12 10:00:00,2.1952661880472175,9.0,50.0,4.0,16.0,50.0
2025-01-12 11:00:00,2.195969589329642,9.0,50.0,4.0,16.0,50.0
2025-01-12 12:00:00,2.196672889793576,9.0,50.0,4.0,16.0,50.0
2025-01-12 13:00:00,2.197376089077201,9.0,50.0,4.0,16.0,50.0
2025-01-12 14:00:00,2.198079186818748,9.0,50.0,4.0,16.0,50.0
2025-01-12 15:00:00,2.1987821826565015,9.0,50.0,4.0,16.0,50.0
2025-01-12 16:00:00,2.199485076228799,9.0,50.0,4.0,16.0,50.0
2025-01-12 17:00:00,2.200187867174029,9.0,50.0,4.0,16.0,50.0
2025-01-12 18:00:00,2.200890555130635,9.0,50.0,4.0,16.0,50.0
2025-01-12 19:00:00,2.2015931397371116,9.0,50.0,4.0,16.0,50.0
2025-01-12 20:00:00,2.202295620632007,9.0,50.0,4.0,16.0,50.0
2025-01-12 21:00:00,2.2029979974539233,9.0,50.0,4.0,16.0,50.0
2025-01-12 22:00:00,2.203700269841516,9.0,50.0,4.0,16.0,50.0
2025-01-12 23:00:00,2.2044024374334934,9.0,50.0,4.0,16.0,50.0
2025-01-13 00:00:00,2.2051044998686193,9.0,50.0,4.0,16.0,50.0
2025-01-13 01:00:00,2.20580645678571,9.0,50.0,4.0,16.0,50.0
2025-01-13 02:00:00,2.206508307823637,9.0,50.0,4.0,16.0,50.0
2025-01-13 03:00:00,2.2072100526213267,9.0,50.0,4.0,16.0,50.0
2025-01-13 04:00:00,2.207911690817759,9.0,50.0,4.0,16.0,50.0
2025-01-13 05:00:00,2.20861322205197,9.0,50.0,4.0,16.0,50.0
2025-01-13 06:00:00,2.2093146459630484,9.0,50.0,4.0,16.0,50.0
2025-01-13 07:00:00,2.210015962190141,9.0,50.0,4.0,16.0,50.0
2025-01-13 08:00:00,2.210717170372449,9.0,50.0,4.0,16.0,50.0
2025-01-13 09:00:00,2.211418270149228,9.0,50.0,4.0,16.0,50.0
2025-01-13 10:00:00,2.2121192611597906,9.0,50.0,4.0,16.0,50.0
2025-01-13 11:00:00,2.2128201430435053,9.0,50.0,4.0,16.0,50.0
2025-01-13 12:00:00,2.213520915439796,9.0,50.0,4.0,16.0,50.0
2025-01-13 13:00:00,2.2142215779881442,9.0,50.0,4.0,16.0,50.0
2025-01-13 14:00:00,2.2149221303280866,9.0,50.0,4.0,16.0,50.0
2025-01-13 15:00:00,2.215622572099217,9.0,50.0,4.0,16.0,50.0
2025-01-13 16:00:00,2.2163229029411866,9.0,50.0,4.0,16.0,50.0
2025-01-13 17:00:00,2.2170231224937034,9.0,50.0,4.0,16.0,50.0
2025-01-13 18:00:00,2.217723230396532,9.0,50.0,4.0,16.0,50.0
2025-01-13 19:00:00,2.218423226289495,9.0,50.0,4.0,16.0,50.0
2025-01-13 20:00:00,2.219123109812473,9.0,50.0,4.0,16.0,50.0
2025-01-13 21:00:00,2.2198228806054043,9.0,50.0,4.0,16.0,50.0
2025-01-13 22:00:00,2.220522538308284,9.0,50.0,4.0,16.0,50.0
2025-01-13 23:00:00,2.221222082561167,9.0,50.0,4.0,16.0,50.0
2025-01-14 00:00:00,2.2219215130041654,9.0,50.0,4.0,16.0,50.0
2025-01-14 01:00:00,2.2226208292774507,9.0,50.0,4.0,16.0,50.0
2025-01-14 02:00:00,2.2233200310212524,9.0,50.0,4.0,16.0,50.0
2025-01-14 03:00:00,2.2240191178758595,9.0,50.0,4.0,16.0,50.0
2025-01-14 04:00:00,2.22471808948162,9.0,50.0,4.0,16.0,50.0
2025-01-14 05:00:00,2.2254169454789405,9.0,50.0,4.0,16.0,50.0
2025-01-14 06:00:00,2.2261156855082884,9.0,50.0,4.0,16.0,50.0
2025-01-14 07:00:00,2.226814309210189,9.0,50.0,4.0,16.0,50.0
2025-01-14 08:00:00,2.2275128162252296,9.0,50.0,4.0,16.0,50.0
2025-01-14 09:00:00,2.228211206194055,9.0,50.0,4.0,16.0,50.0
2025-01-14 10:00:00,2.228909478757373,9.0,50.0,4.0,16.0,50.0
2025-01-14 11:00:00,2.2296076335559496,9.0,50.0,4.0,16.0,50.0
2025-01-14 12:00:00,2.2303056702306123,9.0,50.0,4.0,16.0,50.0
2025-01-14 13:00:00,2.231003588422249,9.0,50.0,4.0,16.0,50.0
2025-01-14 14:00:00,2.2317013877718095,9.0,50.0,4.0,16.0,50.0
2025-01-14 15:00:00,2.232399067920303,9.0,50.0,4.0,16.0,50.0
2025-01-14 16:00:00,2.233096628508802,9.0,50.0,4.0,16.0,50.0
2025-01-14 17:00:00,2.2337940691784395,9.0,50.0,4.0,16.0,50.0
2025-01-14 18:00:00,2.2344913895704095,9.0,50.0,4.0,16.0,50.0
2025-01-14 19:00:00,2.2351885893259698,9.0,50.0,4.0,16.0,50.0
2025-01-14 20:00:00,2.235885668086438,9.0,50.0,4.0,16.0,50.0
2025-01-14 21:00:00,2.2365826254931953,9.0,50.0,4.0,16.0,50.0
